epoch,best_acc@1,loss,acc@1,acc@5,f1-micro,training_loss,training_acc@1,training_acc@5,training_f1-micro,training_learning-rate
88,0.6782,1.484079814453125,0.66548,0.88056,0.66548,2.1884613736749783,0.5106828857414653,0.743954824074521,0.5106828857414653,0.4159382243167653
89,0.6782,1.4490879150390625,0.66088,0.8864,0.66088,2.082981627655943,0.5248447350024678,0.7608739990876381,0.5248447350024678,0.41390289636281147
90,0.6782,1.466866796875,0.6726,0.88632,0.6726,2.1115840904744108,0.5242593287445371,0.7556037858347255,0.5242593287445371,0.41184833426403317
91,0.6782,1.454885751953125,0.6634,0.88104,0.6634,2.1282242966917564,0.5178136321811521,0.7509516744020215,0.5178136321811521,0.40977477913240234
92,0.6782,1.58190642578125,0.64172,0.86528,0.64172,2.303995373991498,0.4869178827599414,0.7242082613901218,0.4869178827599414,0.4076824743088073
93,0.686,1.3952096044921876,0.686,0.89576,0.686,2.0013820365444794,0.5445601590561259,0.7751479474193081,0.5445601590561259,0.40557166533449573
94,0.686,1.51237984375,0.67188,0.8896,0.67188,2.0711566429260353,0.5320019492782844,0.7656257541387133,0.5320019492782844,0.4034425999222599
95,0.686,1.427128203125,0.67448,0.89144,0.67448,2.0469630544373083,0.5342937525008212,0.7670799281943175,0.5342937525008212,0.40129552792736556
96,0.686,1.55610302734375,0.65972,0.88032,0.65972,2.1216700140365283,0.5207951560746019,0.7573849155131102,0.5207951560746019,0.39913070131823103
97,0.686,1.43684365234375,0.67632,0.8912,0.67632,2.0674488384086542,0.5304652578512165,0.7632249657085829,0.5304652578512165,0.3969483741468572
98,0.686,1.56540486328125,0.65764,0.88048,0.65764,2.1832999434110123,0.5155996755354677,0.7459150008796663,0.5155996755354677,0.39474880251901345
99,0.686,1.47185716796875,0.67144,0.88972,0.67144,2.0238613297579535,0.5398691243349956,0.7738650358327793,0.5398691243349956,0.3925322445641828
100,0.686,1.4280485546875,0.68164,0.89372,0.68164,1.97923322751713,0.5462867961307137,0.7794263952831202,0.5462867961307137,0.3902989604052691
101,0.686,1.4455519384765625,0.67804,0.8912,0.67804,2.04073066642709,0.5346829853850836,0.767598386396155,0.5346829853850836,0.38804921212807014
102,0.68556,1.3744738134765624,0.68556,0.89704,0.68556,1.9569335255582232,0.5513390389684394,0.781588973188082,0.5513390389684394,0.3857832637505212
103,0.68556,1.4474620703125,0.67896,0.89104,0.67896,2.046601934316233,0.5376972048408115,0.7696037142158748,0.5376972048408115,0.383501381191711
104,0.68556,1.386544716796875,0.68088,0.89664,0.68088,2.005767101909209,0.5431044280689845,0.7722255869242661,0.5431044280689845,0.38120383224067517
105,0.68556,1.44243923828125,0.67072,0.88732,0.67072,2.0805658744757762,0.5277530831136762,0.7606762687824329,0.5277530831136762,0.37889088652496994
106,0.68556,1.440965576171875,0.67124,0.88404,0.67124,2.062538164398335,0.5337706235043727,0.7649858552769859,0.5337706235043727,0.3765628154790302
107,0.68556,1.4262178125,0.68524,0.8928,0.68524,2.002921360234949,0.5440525993750477,0.7744379866384136,0.5440525993750477,0.3742198923123153
108,0.68556,1.430362021484375,0.66544,0.88672,0.66544,2.0798581284071864,0.5268282657806689,0.7598183995055185,0.5268282657806689,0.37186239197724674
109,0.68556,1.4060036865234375,0.6818,0.89504,0.6818,2.016662286440992,0.5381175763558149,0.7726973371799922,0.5381175763558149,0.36949059113694155
110,0.68556,1.43941638671875,0.67604,0.89052,0.67604,2.001528764228043,0.5417810362624924,0.774198219181708,0.5417810362624924,0.36710476813274445
111,0.68556,1.463245234375,0.67424,0.88912,0.67424,2.0409089343278612,0.5373235412719196,0.7706001503995865,0.5373235412719196,0.36470520295156306
112,0.68556,1.414631982421875,0.68252,0.89468,0.68252,1.9946439880739895,0.5450614910110557,0.7749704572240845,0.5450614910110557,0.36229217719301055
